carat,cut,color,clarity,depth,table,x,y,z,price
0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591.0
1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,8256.0
0.71,Very Good,D,VS1,58.1,62.0,5.84,5.89,3.41,3145.0
1.51,Ideal,E,VS2,59.8,59.0,7.55,7.47,4.49,13986.0
1.21,Ideal,E,SI1,62.2,54.1,6.82,6.86,4.26,7231.0
0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912.0
1.0,Premium,G,SI1,60.1,61.0,6.44,6.4,3.86,3634.0
1.08,Premium,E,SI1,59.6,60.0,6.73,6.66,3.99,5908.0
0.5,Premium,G,SI2,58.6,61.0,5.21,5.16,3.04,1078.0
1.72,Premium,H,VS2,59.5,60.0,7.79,7.75,4.62,11455.0
1.0,Very Good,G,VS2,63.1,61.0,6.38,6.33,4.01,5806.0
0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746.0
0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,432.0
1.0,Fair,E,VS2,,64.0,6.59,6.46,3.79,6285.0
1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341.0
0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046.0
0.35,Ideal,E,IF,62.2,56.0,4.52,4.51,2.81,1254.0
0.71,Very Good,F,SI2,60.5,62.0,5.75,5.79,3.49,2138.0
0.7,Good,H,SI2,61.5,63.0,5.59,5.63,3.45,1899.0
1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387.0
0.47,Ideal,D,VS1,60.5,57.0,5.04,5.07,3.06,2086.0
0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,1181.0
0.55,Ideal,D,VS2,61.4,57.0,5.31,5.27,3.25,2030.0
1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347.0
1.01,Very Good,I,SI1,63.5,53.0,6.32,6.4,4.04,4794.0
0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787.0
0.32,Ideal,G,VVS1,62.4,56.0,4.39,4.36,2.73,1080.0
0.9,Premium,G,SI1,62.7,59.0,6.14,6.1,3.84,3774.0
0.31,Ideal,G,VS2,62.1,55.0,4.35,4.38,2.71,577.0
1.0,Premium,G,SI1,60.0,62.0,6.48,6.45,3.88,4189.0
1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,10968.0
0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,1157.0
1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,13037.0
0.3,Premium,E,VS2,61.8,58.0,4.31,4.36,2.68,658.0
0.4,Premium,G,VVS1,60.9,57.0,4.8,4.76,2.91,1200.0
0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958.0
1.02,Premium,D,I1,61.4,60.0,6.47,6.42,3.96,3838.0
1.0,Ideal,I,VS1,63.1,57.0,6.32,6.39,4.01,4664.0
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3669.0
0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807.0
0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.3,2047.0
2.0,Ideal,H,SI1,61.8,57.0,8.1,8.15,5.02,18062.0
1.52,Premium,G,VS1,61.9,58.0,7.38,7.35,4.56,14424.0
1.01,Premium,H,SI1,60.4,60.0,6.55,6.47,3.93,4977.0
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882.0
0.93,Premium,H,SI1,62.8,58.0,6.24,6.21,3.91,3646.0
1.03,Ideal,G,VS1,61.4,55.0,6.5,6.53,4.0,7481.0
0.3,Ideal,F,VS2,62.1,57.0,4.27,4.3,2.66,568.0
0.4,Ideal,F,VVS2,61.7,56.0,4.72,4.74,2.92,1088.0
1.13,Ideal,F,SI2,61.8,57.0,6.71,6.68,4.14,5232.0
0.86,Ideal,D,SI2,60.2,56.0,6.16,6.19,3.72,3284.0
0.31,Good,E,SI1,63.1,54.0,4.31,4.34,2.73,544.0
1.07,Ideal,F,SI2,62.0,57.0,6.49,6.6,4.06,4678.0
0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,901.0
1.12,Ideal,G,VS1,61.1,56.0,6.7,6.73,4.1,8080.0
0.71,Good,E,VS2,59.2,61.0,5.8,5.88,3.46,2772.0
0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66,672.0
0.72,Ideal,F,VS2,62.0,56.0,5.77,5.75,3.57,2943.0
1.54,Ideal,G,VS2,62.0,55.6,7.35,7.44,4.59,13110.0
1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6936.0
0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,2420.0
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,367.0
1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,8233.0
1.6,Ideal,H,VS2,61.2,57.0,7.57,7.5,4.61,8709.0
1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,4004.0
0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,646.0
0.5,Very Good,H,VS2,61.8,63.0,5.08,5.05,3.13,1178.0
1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06,5914.0
0.34,Premium,G,VS2,,58.0,4.46,4.5,2.74,596.0
2.05,Very Good,F,SI2,59.5,58.0,8.26,8.3,4.93,16819.0
0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945.0
0.41,Very Good,H,IF,62.9,54.0,4.71,4.74,2.97,1187.0
0.55,Premium,F,VS1,61.0,59.0,5.26,5.29,3.22,1755.0
0.33,Ideal,E,SI2,61.7,55.0,4.44,4.47,2.75,427.0
0.78,Very Good,E,SI2,60.0,63.0,5.99,5.95,3.58,2512.0
0.74,Very Good,E,VVS2,61.9,59.0,5.74,5.77,3.56,3616.0
0.34,Premium,G,VS2,60.2,58.0,4.55,4.52,2.73,765.0
0.24,Premium,H,VVS1,61.2,58.0,4.01,3.96,2.44,554.0
1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,11009.0
0.72,Ideal,I,VS1,61.4,58.0,5.73,5.76,3.53,2586.0
1.01,Good,H,SI2,64.8,58.0,6.24,6.29,4.06,4149.0
0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218.0
1.23,Ideal,H,SI2,62.1,55.9,6.82,6.85,4.24,6088.0
0.63,Very Good,D,SI1,62.8,57.0,5.46,5.49,3.44,1939.0
0.72,Premium,F,SI2,60.5,59.0,5.83,5.8,3.52,2298.0
2.0,Premium,H,SI2,61.4,59.0,8.07,8.0,4.93,11108.0
2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,12970.0
1.7,Ideal,H,VS1,62.4,55.0,7.69,7.61,4.77,13949.0
0.41,Ideal,F,VVS2,62.6,55.0,4.73,4.76,2.97,1115.0
1.09,Ideal,J,VS2,62.0,54.0,6.64,6.61,4.11,4361.0
0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435.0
1.47,Premium,F,SI2,61.6,60.0,7.38,7.33,4.53,8314.0
0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828.0
0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606.0
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4058.0
1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303.0
0.9,Very Good,D,VS2,63.5,61.0,6.16,6.09,3.89,4521.0
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6529.0
0.81,Very Good,H,SI1,59.1,57.0,6.09,6.16,3.62,2562.0
0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,3126.0
1.51,Very Good,G,VS1,63.1,60.0,7.3,7.24,4.59,13811.0
1.54,Premium,G,VS2,63.0,59.0,7.36,7.3,4.62,11815.0
0.91,Premium,G,VVS2,61.8,58.0,6.16,6.24,3.83,5259.0
1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,4685.0
0.5,Premium,G,VS1,59.8,58.0,5.19,5.15,3.09,1746.0
1.24,Ideal,F,VS1,61.5,54.0,6.93,6.89,4.25,10138.0
0.55,Ideal,F,VVS1,61.9,55.0,5.27,5.3,3.27,2380.0
1.26,Ideal,I,SI2,59.6,57.0,7.04,7.01,4.19,4704.0
1.0,Premium,G,VS1,60.9,60.0,6.45,6.42,3.92,6097.0
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,15092.0
0.41,Ideal,I,VVS2,61.6,57.0,4.76,4.78,2.94,827.0
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476.0
1.05,Premium,E,VS2,,58.0,6.5,6.54,4.05,6930.0
1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,6814.0
1.05,Premium,E,SI1,61.2,58.0,6.57,6.53,4.01,5433.0
0.32,Ideal,F,VVS2,60.4,57.0,4.46,4.47,2.7,829.0
0.72,Ideal,E,VS2,60.6,57.0,5.85,5.83,3.54,3145.0
0.9,Very Good,H,SI1,62.8,58.0,6.13,6.16,3.86,3437.0
0.33,Very Good,E,VVS2,60.1,63.0,4.45,4.5,2.69,981.0
0.93,Ideal,E,SI1,62.8,56.0,6.24,6.19,3.9,4229.0
0.33,Good,D,VS2,61.8,61.0,4.4,4.44,2.73,652.0
0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697.0
0.41,Ideal,F,VS1,,55.0,4.77,4.79,2.98,1007.0
0.28,Very Good,E,VS1,61.8,55.0,4.21,4.24,2.61,489.0
,Ideal,F,VS1,61.4,55.0,5.38,5.39,3.3,2065.0
0.74,Very Good,H,SI2,63.1,55.0,5.72,5.78,3.63,2138.0
0.31,Ideal,F,IF,62.1,55.0,4.35,4.34,2.7,1046.0
0.41,Premium,G,SI1,59.1,58.0,4.83,4.88,2.87,719.0
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,776.0
0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,716.0
0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67,731.0
0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814.0
0.42,Premium,D,SI1,62.1,59.0,4.77,4.79,2.97,810.0
0.23,Very Good,F,VVS2,61.5,58.0,3.9,3.94,2.41,530.0
1.71,Good,G,SI2,63.7,57.0,7.54,7.5,4.79,6847.0
0.9,Very Good,G,SI2,59.9,60.0,6.19,6.23,3.72,3581.0
0.91,Premium,H,VVS1,62.5,59.0,6.16,6.19,3.86,5032.0
0.28,Very Good,G,SI1,62.0,55.0,4.2,4.25,2.62,382.0
0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62,598.0
0.75,Ideal,D,SI1,61.1,56.0,5.85,5.9,3.59,3712.0
0.9,Premium,H,VS2,60.4,59.0,6.27,6.24,3.78,4246.0
0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1608.0
1.29,Very Good,I,SI1,63.6,57.0,6.88,6.92,4.39,5771.0
2.0,Very Good,I,SI1,62.9,59.2,7.95,8.08,5.05,15081.0
0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597.0
0.78,Ideal,G,SI1,60.6,57.0,5.95,5.97,3.61,3004.0
0.35,Ideal,D,SI1,62.3,57.0,4.5,4.52,2.81,644.0
1.16,Ideal,G,VS2,62.3,57.0,6.72,6.66,4.17,7203.0
0.9,Ideal,H,SI1,62.1,56.0,6.14,6.19,3.83,4492.0
0.52,Ideal,E,VVS2,61.8,56.0,5.16,5.19,3.2,2301.0
0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8,3181.0
1.27,Good,I,VS2,63.3,63.0,6.82,6.87,4.33,5923.0
0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3471.0
1.2,Very Good,D,SI1,60.7,58.0,6.81,6.86,4.15,7191.0
2.03,Premium,E,SI2,61.5,59.0,8.24,8.16,5.04,18477.0
0.71,Ideal,H,VS1,60.8,57.0,5.74,5.79,3.51,3229.0
0.25,Very Good,F,VS1,61.2,59.0,4.02,4.05,2.47,435.0
1.5,Premium,I,VS2,61.1,60.0,7.33,7.36,4.49,9471.0
0.5,Premium,E,SI1,63.0,58.0,5.08,5.04,3.19,1415.0
0.92,Very Good,F,SI1,63.8,56.0,6.12,6.17,3.92,3920.0
1.68,Ideal,I,VS2,62.1,57.0,7.6,7.54,4.7,10800.0
0.39,Ideal,G,VS1,61.3,56.0,4.68,4.71,2.88,752.0
1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5922.0
0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19,1749.0
1.0,Ideal,F,SI1,60.0,57.0,6.45,6.41,3.86,4939.0
3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970.0
0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,1406.0
1.51,Premium,E,VS2,60.7,60.0,7.37,7.46,4.5,14709.0
0.31,Ideal,D,VVS2,62.4,56.0,4.34,4.38,2.72,766.0
0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,1292.0
0.31,Ideal,F,VS1,60.6,56.0,4.39,4.42,2.67,680.0
0.7,Ideal,H,VS2,61.9,56.0,5.68,5.73,3.53,3656.0
0.92,Premium,E,SI1,61.7,57.0,6.32,6.2,3.86,4637.0
0.53,Premium,E,VS2,59.6,58.0,5.36,5.32,3.18,2061.0
1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58,8770.0
1.24,Ideal,H,SI1,61.3,57.0,6.95,6.89,4.24,6254.0
1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,4314.0
,Very Good,H,SI1,62.2,58.0,6.45,6.53,4.04,4878.0
1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917.0
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715.0
0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,649.0
0.32,Good,D,IF,57.8,56.0,4.55,4.65,2.66,1252.0
2.07,Premium,F,SI2,60.7,59.0,8.21,8.16,4.97,18611.0
0.24,Very Good,F,VVS1,,56.0,3.98,4.0,2.46,485.0
0.53,Ideal,D,SI1,61.7,56.0,5.15,5.23,3.2,1631.0
1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234.0
0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896.0
0.31,Very Good,I,VS1,63.0,58.0,4.29,4.32,2.71,489.0
1.57,Ideal,F,SI1,61.1,55.0,7.53,7.55,4.61,12320.0
0.3,Ideal,I,VVS2,62.2,56.0,4.27,4.31,2.67,515.0
1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99,6632.0
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5096.0
1.51,Premium,F,SI1,62.2,59.0,7.34,7.3,4.55,11607.0
0.3,Ideal,H,IF,61.8,57.0,4.31,4.36,2.68,764.0
0.39,Premium,D,VS2,61.3,58.0,4.7,4.73,2.89,958.0
0.78,Ideal,H,SI2,,54.0,5.89,5.85,3.63,2012.0
0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,2368.0
0.6,Fair,G,SI1,64.5,56.0,5.27,5.24,3.39,1305.0
1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.88,3450.0
1.0,Premium,E,VS2,61.8,62.0,6.47,6.44,3.99,6860.0
0.71,Premium,E,VS2,62.4,60.0,5.68,5.66,3.54,2613.0
0.24,Ideal,F,VVS1,61.8,55.0,4.0,4.03,2.48,678.0
0.3,Good,G,VS1,,58.0,4.23,4.25,2.69,605.0
0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23,1185.0
1.07,Good,F,SI2,58.7,64.0,6.64,6.68,3.91,4232.0
0.44,Premium,G,SI1,61.6,61.0,4.88,4.83,2.99,990.0
0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51,2368.0
0.33,Ideal,I,SI1,61.0,57.0,4.45,4.47,2.72,463.0
0.31,Premium,H,SI1,61.1,57.0,4.35,4.32,2.65,573.0
0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,3726.0
0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348.0
0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,810.0
1.55,Premium,J,VS1,62.6,59.0,7.4,7.35,4.62,8749.0
0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945.0
2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,16717.0
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1157.0
1.01,Very Good,,VS1,62.5,56.0,6.36,6.4,3.99,6846.0
1.52,Good,G,SI2,63.1,58.0,7.21,7.3,4.58,7933.0
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2539.0
0.7,Very Good,F,SI1,61.7,61.0,5.67,5.7,3.51,2230.0
1.29,Premium,G,VS2,58.7,58.0,7.27,7.11,4.22,8842.0
0.35,Premium,D,SI1,60.9,58.0,4.55,4.52,2.76,827.0
1.0,Very Good,F,VVS1,,57.0,6.39,6.41,3.95,9492.0
0.57,Premium,H,SI1,61.6,58.0,5.37,5.34,3.3,1247.0
0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828.0
0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,911.0
1.51,Very Good,H,VS2,60.9,57.0,7.39,7.43,4.51,11068.0
0.31,Ideal,D,VS2,62.1,54.0,4.4,4.36,2.72,804.0
0.71,Ideal,I,VS2,,57.0,5.72,5.64,3.53,2270.0
0.39,Ideal,F,VVS2,61.2,56.0,4.7,4.75,2.89,987.0
0.9,Premium,D,SI1,62.8,59.0,6.18,6.14,3.87,4612.0
1.35,Very Good,H,VVS2,63.1,56.0,6.95,7.03,4.41,8644.0
1.22,Very Good,H,SI1,62.4,57.0,6.78,6.82,4.24,6323.0
0.9,Very Good,H,VS1,62.9,58.0,6.06,6.12,3.83,4309.0
0.32,Very Good,G,SI1,63.0,56.0,4.35,4.38,2.75,477.0
0.5,Good,E,SI1,61.8,62.0,5.05,5.08,3.13,1259.0
0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,2834.0
0.3,Ideal,G,SI1,62.0,55.0,4.28,4.3,2.66,545.0
1.51,Good,F,VS2,,59.0,7.16,7.08,4.56,8794.0
0.9,Very Good,G,SI2,63.2,58.0,6.05,6.1,3.84,3787.0
0.37,Ideal,G,SI1,61.4,56.0,4.63,4.65,2.85,586.0
0.52,Ideal,E,VS2,59.5,57.0,5.27,5.25,3.13,1815.0
0.3,Ideal,G,IF,,55.0,4.33,4.35,2.68,813.0
2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,16931.0
1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7870.0
1.51,Very Good,I,VVS1,63.0,59.0,7.24,7.3,4.58,11088.0
0.36,Ideal,F,SI1,61.5,56.0,4.62,4.59,2.83,770.0
1.3,Ideal,G,VS2,61.9,55.0,7.01,7.04,4.35,9060.0
1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5226.0
0.39,Very Good,G,VS2,62.4,56.0,4.64,4.68,2.91,787.0
2.01,Fair,J,VS2,64.9,60.0,7.82,7.78,5.06,13744.0
1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771.0
0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,1052.0
0.39,Ideal,J,SI1,62.6,53.0,4.68,4.71,2.94,539.0
0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,876.0
0.33,Ideal,G,VS1,62.9,57.0,4.43,4.38,2.77,854.0
0.53,Premium,E,SI1,62.2,56.0,5.22,5.16,3.23,1654.0
0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858.0
1.57,Ideal,H,VS1,62.2,55.0,7.44,7.49,4.64,12810.0
1.5,Good,G,VS1,63.8,58.0,7.21,7.12,4.57,13720.0
0.8,Ideal,G,SI2,62.0,56.0,5.98,5.92,3.69,2517.0
0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479.0
0.55,Premium,G,SI2,61.8,56.0,5.28,5.23,3.25,1280.0
1.28,Premium,G,VS2,61.4,58.0,7.0,6.92,4.27,8458.0
1.28,Very Good,J,SI1,63.4,59.0,6.89,6.84,4.35,4967.0
1.04,Premium,H,VS2,60.4,59.0,6.66,6.51,3.98,5777.0
1.18,Ideal,D,SI1,61.9,55.0,6.8,6.76,4.2,7216.0
0.71,Ideal,F,SI1,61.9,56.0,5.69,5.74,3.54,2999.0
0.34,Ideal,E,VVS1,62.2,56.0,4.44,4.46,2.77,1014.0
2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,13907.0
0.51,Good,D,SI2,64.2,56.0,5.05,5.02,3.23,1232.0
0.58,Ideal,E,SI1,61.6,55.0,5.33,5.38,3.3,1636.0
1.59,Premium,E,VS2,62.3,59.0,7.38,7.43,4.61,15111.0
0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,1780.0
0.52,Ideal,H,VS1,62.0,55.0,5.15,5.19,3.2,1699.0
1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07,2964.0
0.43,Ideal,E,SI1,62.6,56.0,4.79,4.82,3.01,760.0
0.32,Very Good,J,SI1,63.2,56.0,4.36,4.31,2.74,480.0
2.17,Premium,J,SI2,62.3,60.0,8.33,8.2,5.15,13395.0
1.0,Ideal,D,SI1,62.5,55.0,6.42,6.34,3.99,6664.0
0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57,2331.0
0.37,Ideal,G,SI1,61.8,55.0,4.62,4.64,2.86,745.0
1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,12981.0
2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9,16565.0
1.01,Premium,G,SI1,63.0,59.0,6.32,6.27,3.96,4338.0
1.59,Very Good,D,SI1,62.8,54.0,7.43,7.48,4.68,13631.0
0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214.0
1.02,Ideal,D,SI2,61.7,58.0,6.41,6.49,3.98,5426.0
0.95,Very Good,E,SI2,58.7,63.0,6.43,6.37,3.76,3527.0
0.37,Ideal,D,SI1,61.1,57.0,4.63,4.64,2.83,823.0
0.32,Ideal,I,VS1,61.3,56.0,4.43,4.45,2.72,523.0
0.7,Ideal,E,SI1,60.1,57.0,5.78,5.83,3.49,2929.0
0.54,Good,G,VS2,56.9,62.0,5.42,5.4,3.08,1637.0
0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664.0
0.3,Very Good,G,VVS1,60.7,56.0,4.32,4.35,2.63,725.0
1.25,Ideal,J,SI1,62.4,57.0,6.86,6.92,4.3,5252.0
1.52,Ideal,F,SI2,61.9,57.0,7.33,7.37,4.55,9948.0
0.51,Very Good,E,SI1,62.2,55.0,5.09,5.11,3.17,1318.0
0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764.0
1.3,Good,D,SI2,57.1,63.0,7.22,7.27,4.14,6327.0
0.37,Ideal,E,VS2,61.2,57.0,4.58,4.64,2.82,811.0
1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888.0
0.54,Premium,H,VVS2,60.6,60.0,5.31,5.29,3.21,1786.0
0.41,Premium,G,VS1,61.7,57.0,4.78,4.75,2.94,961.0
0.34,Very Good,G,IF,59.4,56.0,4.59,4.63,2.74,917.0
1.23,Ideal,G,VS1,62.0,57.0,6.83,6.87,4.25,9863.0
0.28,Very Good,E,VS1,62.2,59.0,4.19,4.23,2.62,428.0
0.38,Very Good,D,VVS2,63.8,57.0,4.57,4.61,2.93,1030.0
1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179.0
1.5,Very Good,H,SI2,63.1,57.0,7.16,7.27,4.55,7495.0
0.31,Premium,H,VVS2,61.2,59.0,4.34,4.38,2.67,625.0
1.51,Premium,H,VS2,60.6,58.0,7.42,7.36,4.48,10411.0
0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,630.0
0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605.0
1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250.0
1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,5281.0
1.01,Good,D,SI2,63.9,57.0,6.36,6.29,4.04,4672.0
0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,755.0
0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1662.0
1.56,Very Good,H,SI2,58.7,63.0,7.73,7.55,4.49,7583.0
0.5,Good,E,VVS2,,62.0,5.04,5.09,3.12,2437.0
0.74,Ideal,H,VS1,61.6,55.0,5.79,5.83,3.58,3030.0
1.07,Ideal,E,VS2,61.9,56.0,6.55,6.58,4.06,9177.0
0.34,Ideal,H,VVS2,61.8,54.0,4.49,4.47,2.77,880.0
0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,2079.0
0.54,Ideal,E,VS2,62.2,55.0,5.24,5.21,3.25,1847.0
0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,3668.0
0.49,Very Good,E,SI1,63.6,57.9,4.96,4.99,3.16,1400.0
0.76,Ideal,G,VS2,61.7,55.0,5.86,5.91,3.63,3114.0
0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710.0
0.9,Very Good,E,SI2,61.6,58.0,6.18,6.23,3.82,3715.0
1.01,Very Good,E,VS2,63.2,57.0,6.38,6.35,4.02,6787.0
1.0,Very Good,G,SI2,58.2,63.0,6.53,6.49,3.79,3427.0
0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,3734.0
1.07,Premium,G,VS2,62.2,58.0,6.54,6.48,4.05,6040.0
1.02,Good,H,SI1,57.1,61.0,6.66,6.57,3.78,4167.0
0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,2383.0
2.02,Very Good,I,SI2,63.3,59.0,7.93,8.0,5.04,11390.0
0.76,Very Good,J,VS2,61.2,57.0,5.86,5.91,3.6,2206.0
0.32,Very Good,E,SI1,63.3,56.0,4.35,4.34,2.75,720.0
0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55,2319.0
0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163.0
0.38,Good,E,VS2,,57.0,4.59,4.62,2.91,693.0
1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,4719.0
2.7,Very Good,H,SI2,63.1,56.0,8.84,8.78,5.56,14341.0
0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844.0
0.3,Ideal,H,VVS1,62.3,57.0,4.25,4.28,2.65,650.0
0.9,Good,D,SI1,58.5,63.0,6.21,6.3,3.66,4469.0
0.42,Ideal,D,VS2,62.4,55.0,4.8,4.82,3.0,1031.0
0.72,Premium,D,SI2,62.0,60.0,5.73,5.69,3.54,2795.0
0.33,Premium,I,SI1,61.3,59.0,4.51,4.46,2.75,572.0
0.56,Ideal,E,SI1,61.6,56.0,5.29,5.33,3.27,1691.0
1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94,3674.0
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,449.0
0.31,Ideal,G,VVS1,,55.0,4.33,4.36,2.7,789.0
0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628.0
